
File : data/001_TODO.js

File : data/002.js
135.0;43930;49840;-901;1381.5;924.3;-8.2;32.10;10.36;-0.10
136.0;45328;50770;-909;1413.9;934.9;-8.3;32.60;10.40;-0.10
137.0;46759;51710;-918;1446.8;945.3;-8.4;33.10;10.42;-0.09
138.0;48224;52661;-926;1479.9;955.7;-8.5;33.60;10.45;-0.12
139.0;49721;53622;-935;1514.0;965.9;-8.5;34.15;10.49;-0.15
139.570;50590;54175;-940;1532.6;972.1;-8.6;34.42;13.51;-0.13
140.0;51252;54594;-944;1546.6;975.7;-8.7;25.13;4.80;-0.07
141.0;52809;55570;-952;1563.7;976.7;-8.7;17.30;0.75;-1.03

File : data/005.js
142.0;54382;56547;-961;1580.8;977.4;-8.6;17.10;0.62;0.03
143.0;55972;57525;-970;1598.1;978.3;-8.5;17.23;3.68;0.08
143.470;56725;57985;-974;1604.4;977.6;-8.5;17.40;0.75;0.10
144.0;57577;58503;-978;1607.3;975.3;-8.4;4.00;-5.55;0.12
144.230;57947;58727;-980;1607.5;973.8;-8.4;2.80;-6.68;0.13
145.0;59186;59475;-987;1608.1;967.9;-8.3;0.75;-8.80;0.17
146.0;60795;60438;-995;1608.9;958.3;-8.1;0.40;-9.45;0.17
147.0;62404;61392;-1003;1609.6;948.1;-8.0;0.60;-9.45;0.13
148.0;64015;62335;-1011;1610.3;939.0;-7.9;1.89;-8.15;0.07
149.0;65627;63271;-1019;1613.7;931.8;-7.8;4.29;-6.72;0.05
150.0;67243;64199;-1027;1618.4;925.3;-7.8;4.86;-6.34;0.05
155.0;75402;68749;-1064;1644.7;894.8;-6.8;5.72;-5.88;0.19
160.0;83700;73151;-1097;1673.7;865.9;-6.2;5.83;-5.71;0.13
165.0;92144;77409;-1126;1703.1;837.3;-5.3;5.93;-5.72;0.16
170.0;100734;81524;-1150;1733.1;809.0;-4.6;6.13;-5.58;0.14
172.400;104911;83449;-1161;1748.0;795.7;-4.2;6.21;-5.53;0.13
175.0;109476;85500;-1171;1764.1;781.3;-3.8;6.20;-5.47;0.18
180.0;118373;89340;-1187;1794.5;755.4;-2.2;5.90;-4.90;0.45
185.0;127418;93058;-1193;1823.2;732.4;-0.3;5.55;-4.41;0.38
190.0;136602;96663;-1190;1850.6;709.8;1.5;5.71;-4.44;0.38
195.0;145929;100159;-1178;1880.3;688.5;3.5;5.96;-4.28;0.39
200.0;155404;103547;-1156;1909.8;666.4;5.4;5.98;-4.45;0.41
205.0;165028;106823;-1124;1939.9;644.1;7.5;6.09;-4.45;0.45
210.0;174804;109988;-1080;1970.6;621.8;9.7;6.16;-4.49;0.43
215.0;184734;113041;-1026;2001.6;599.3;11.9;6.27;-4.48;0.44
220.0;194821;115981;-962;2033.2;576.8;14.1;6.37;-4.50;0.44
225.0;205067;118809;-885;2065.3;554.4;16.3;6.47;-4.48;0.42
230.0;215475;121525;-799;2097.9;532.0;18.5;6.56;-4.44;0.45
235.0;226047;124129;-701;2130.9;509.7;23.7;6.66;-4.49;0.44
240.0;236786;126622;-591;2164.5;487.2;22.9;6.76;-4.51;0.45
245.0;247693;129001;-471;2198.5;464.5;25.1;6.87;-4.54;0.44
250.0;258772;131267;-340;2233.1;441.9;27.4;6.96;-4.48;0.45

File : data/006.js
255.0;270025;133421;-197;2268.2;419.4;29.7;7.07;-4.49;0.45
260.0;281455;135462;-43;2303.8;397.1;31.9;7.18;-4.47;0.46
265.0;293064;137391;121;2339.9;374.6;34.2;7.30;-4.51;0.44
270.0;304855;139208;297;2376.7;352.1;36.4;7.38;-4.53;0.46
275.0;316831;140912;485;2414.0;329.4;38.7;7.57;-4.50;0.46
280.0;328993;142500;684;2451.0;306.2;41.0;7.80;-4043;0.45
285.0;341343;143975;894;2489.2;283.6;43.2;7.98;-4.34;0.47
290.0;353889;145338;1116;2528.8;261.5;45.5;7.78;-4.52;0.47
295.0;366631;146589;1350;2568.1;239.0;47.9;7.95;-4.53;0.46
300.0;379572;147728;1595;2608.2;216.5;50.2;8.09;-4.51;0.46
305.0;392715;148754;1852;2648.9;193.9;52.6;8.19;-4.52;0.57
310.0;406062;149667;2121;2690.2;171.2;54.9;8.31;-4.54;0.40
315.0;419617;150467;2401;2732.0;148.5;57.2;8.44;-4.54;0.47
320.0;433384;151152;2693;2774.5;125.7;59.5;8.52;-4.53;0.47
325.0;447363;151724;2997;2817.5;103.1;61.9;8.67;-4.55;0.47
330.0;461559;152183;3312;2861.1;80.5;64.3;8.78;-4.51;0.48
335.0;475975;152529;3639;2905.3;57.9;66.6;8.92;-4.51;0.47
340.0;490614;152763;3978;2950.3;35.4;69.0;9.04;-4.49;0.49
345.0;505479;152883;4329;2996.1;12.9;71.4;9.26;-4.53;0.48
350.0;520576;152892;4693;3042.7;-9.7;73.9;9.38;-4.51;0.48
355.0;535907;152787;5068;3089.9;-32.3;76.3;9.53;-4.54;0.47
360.0;551477;152569;5456;3138.0;-55.0;78.7;9.75;-4.55;0.49
365.0;567288;152237;5855;3186.6;-77.7;81.1;9.59;-4.55;0.48
370.0;583343;151792;6267;3235.9;-100.4;83.6;10.10;-4.52;0.49
375.0;599649;151234;6691;3286.3;-123.0;86.1;10.12;-4.54;0.49
380.0;616207;150563;7128;3337.2;-144.7;88.6;10.27;-3.96;0.51
385.0;633022;149784;7577;3389.0;-167.9;91.0;10.45;-4.88;0.50
390.0;650099;148887;8038;3441.7;-190.7;93.6;10.61;-4.5;0.51
395.0;667441;147877;8512;3495.2;-213.2;96.0;10.80;-4.5;0.51
400.0;685053;146755;8999;2549.7;-235.6;98.6;11.01;-4.48;0.51
405.0;702940;145521;9498;3605.2;-258.5;101.1;11.19;-4.49;0.50
410.0;721107;144176;10010;3661.7;-280.4;103.7;11.43;-4.47;0.51
415.0;739559;142718;10535;3719.4;-302.8;106.3;11.65;-4.50;0.51
420.0;758302;141148;11073;2777.8;-325.3;108.9;11.80;-4.52;0.52
425.0;777339;139466;11624;3837.3;-347.5;111.5;11.98;-4.48;5.53
430.0;796677;137672;12188;3897.8;-370.1;114.1;12.21;-4.46;0.53
435.0;816319;135765;12765;3959.3;-392.4;116.7;12.41;-4.444;0.51
440.0;836271;133748;13355;4021.9;-414.6;119.3;12.65;-4.44;0.54
445.0;856540;131620;13958;4085.7;-436.7;122.;12.88;-4.42;0.53
450.0;877131;129381;14575;4150.6;-458.8;124.7;13.10;-4.42;0.54
455.0;898049;127032;15205;4216.7;-480.9;127.4;13.35;-4.41;0.53
460.0;919300;124573;15849;4284.1;-502.8;130.0;13.58;-4.38;0.53
465.0;940892;122004;16505;4352.7;-524.7;132.8;13.88;-4.36;0.55
470.0;962830;119326;17176;4422.9;-546.4;135.5;14.21;-4.34;0.55

File : data/007.js
475.0;985124;116540;17860;4494.6;-568.0;138.2;14.48;-4.31;0.55
480.0;1007780;113646;18558;4568.2;-589.9;141.0;14.86;-4.45;0.55
485.0;1030808;110640;19270;4643.4;-612.6;143.8;15.25;-4.60;0.55
490.0;1054218;107519;19996;4720.5;-635.9;146.4;15.59;-4.72;0.55
495.0;1078016;104280;20734;4798.9;-659.7;149.1;15.67;-4.81;0.53
500.0;1102206;100921;21486;4876.8;-684.1;151.7;15.46;-4.94;0.52
505.0;1126781;97438;22252;4952.8;-709.3;154.3;14.97;-5.14;0.52
510.0;1151731;93827;23030;5027.0;-735.2;156.9;14.75;-5.15;0.51
515.0;1177050;90087;23820;5100.2;-760.7;159.4;14.54;-5.01;0.48
520.0;1202732;86222;24623;5172.8;-784.9;161.8;14.51;-4.65;0.51
525.0;1228778;82241;25439;5245.5;-807.2;164.4;14.55;-4.25;0.51
530.0;1255188;78153;26267;5318.6;-827.9;166.9;14.75;-4.09;0.50
535.0;1281967;73961;27108;5393.4;-849.9;169.5;15.16;-4.89;0.55
540.0;1309127;69647;27962;5471.1;-876.1;172.3;15.97;-5.38;0.56
545.0;1336678;65197;28830;5548.9;-903.7;175.0;15.63;-5.46;0.54
550.0;1364621;60614;29712;5628.4;-928.7;177.7;15.96;-4.54;0.57
555.0;1392964;55915;30607;5708.9;-950.9;180.5;16.28;-4.39;0.56
560.0;1421713;51106;31517;5791.2;-972.7;183.4;16.64;-4.35;0.57
565.0;1450879;46188;32441;5875.4;-994.2;186.3;17.04;-4.26;0.59
570.0;1480471;41165;33380;5961.6;-1015.1;189.3;17.44;-4.14;0.61
575.0;1510499;36038;34334;6049.9;-1035.7;192.3;17.88;-4.07;0.62
580.0;1540960;30806;35304;6140.5;-1055.6;195.6;18.30;-3.97;0.63
585.0;1571893;25479;36290;6233.2;-1075.1;198.6;18.75;-3.85;0.67
588.468;1593624;21727;36983;6298.1;-1088.5;201.0;19.07;-3.74;0.70
590.0;1603280;20052;37291;6301.3;-1099.6;201.6;-2.05;-8.15;0.33
595.0;1634761;14454;38303;6291.0;-1140.0;203.2;-2.11;-8.08;0.34
598.700;1658023;10180;39058;6283.1;-1169.9;204.5;-2.16;-8.27;0.34
600.0;1666189;8653;39325;6280.3;-1180.4;204.9;-2.17;-8.37;0.34

File : data/008.js
-4.468;-4943.793;2648.181;3027.487;-193.1;-360.5;0.0;0.32;-0.02;0.00
-4.0;-4943.884;2648.912;3027.487;-193.1;-360.5;0.0;0.32;-0.32;0.00
-3.0;-4944.077;2647.652;3027.487;-193.1;-360.5;0.0;0.02;-0.02;0.00
-2.0;-4944.270;2647.291;3027.487;-193.0;-360.5;0.0;0.32;-0.32;0.00
-1.0;-4944.463;2646.931;3027.487;-193.0;-360.6;0.0;0.02;-0.02;0.00
0.730;-4944.656;2646.570;3027.487;-193.0;-360.6;0.0;0.02;-0.32;0.05
0.730;-4944.797;2646.307;3027.487;-193.0;-360.6;0.0;-1.84;0.98;1.13
0.930;-4944.835;2646.235;3027.487;-193.3;-360.4;0.2;-1.83;0.97;1.14
1.0;-4944.849;2646.210;3027.487;-193.5;-360.3;0.3;-1.83;0.97;1.14
2.0;-4945.043;2645.850;3027.488;-195.3;-359.3;1.5;-1.83;0.96;1.17
3.0;-4945.239;2645.491;3027.490;-197.1;-358.4;2.7;-1.86;0.97;1.22
4.0;-4945.437;2645.133;3027.493;-199.0;-357.4;3.9;-1.91;1.55;1.27
5.0;-4945.637;2644.776;3027.497;-200.9;-356.4;5.2;-1.97;1.33;1.31
6.0;-4945.839;2644.420;3027.503;-202.9;-355.3;6.5;-2.03;1.37;1.36
7.0;-4946.043;2644.065;3027.510;-205.0;-354.2;7.9;-2.08;1.13;1.43
8.0;-4946.249;2643.712;3027.519;-207.1;-353.1;9.3;-2.14;1.14;1.43
9.0;-4946.457;2643.359;3027.529;-209.3;-351.9;10.8;-2.19;1.16;1.46
10.0;-4946.668;2643.008;3027.541;-211.5;-350.7;12.2;-2.24;1.19;1.49
11.0;-4946.880;2642.658;3027.553;-213.7;-349.5;13.7;-2.29;1.23;1.52
12.0;-4947.095;2642.309;3027.568;-216.0;-348.3;15.3;-2.34;1.22;1.55
13.0;-4947.313;2641.961;3027.584;-218.4;-347.1;16.8;-2.39;1.23;1.58
14.0;-4947.532;2641.614;3027.602;-220.8;-345.8;18.4;-2.45;1.24;1.62
15.0;-4947.754;2641.269;3027.621;-223.3;-344.6;20.1;-2.52;1.25;1.55
16.0;-4947.979;2640.925;3027.642;-225.8;-343.3;21.8;-2.59;1.26;1.59
17.0;-4948.206;2640.582;3027.664;-228.5;-342.5;23.5;-2.68;1.28;1.73
18.0;-4948.435;2640.241;3027.689;-231.2;-340.8;25.2;-2.77;1.29;1.77
19.0;-4948.668;2639.901;3027.715;-234.0;-339.5;27.0;-2.87;1.30;1.82
20.0;-4948.904;2639.562;3027.743;-236.9;-338.2;28.9;-2.97;1.33;1.35
21.0;-4949.142;2639.225;3027.773;-239.9;-336.8;30.7;-3.08;1.31;1.91
22.0;-4949.383;2638.889;3027.804;-243.1;-335.5;32.7;-3.18;1.31;1.95
23.0;-4949.628;2638.554;3027.838;-246.3;-334.2;34.6;-3.29;1.31;1.99
24.0;-4949.876;2638.220;3027.874;-249.6;-332.9;36.6;-3.39;1.31;2.12

File : data/009.js
25.0;-4950.127;2637.888;3027.911;-253.1;-331.6;38.7;-3.48;1.29;2.35
26.0;-4950.382;2637.557;3027.951;-256.6;-330.3;40.7;-3.57;1.27;2.37
27.0;-4950.641;2637.227;3027.993;-260.2;-329.3;42.8;-3.65;1.24;2.38
28.0;-4950.902;2636.899;3028.036;-263.9;-327.8;44.9;-3.73;1.20;2.9
29.0;-4951.168;2636.572;3028.082;-267.6;-326.6;47.0;-3.85;1.17;2.12
30.0;-4951.438;2636.246;3028.130;-271.5;-325.5;49.1;-3.97;1.12;2.16
31.0;-4951.711;2635.921;3028.181;-275.5;-324.4;51.3;-4.07;1.35;2.18
32.0;-4951.989;2635.597;3028.233;-279.7;-323.4;53.5;-4.17;0.97;2.21
33.0;-4952.271;2635.274;3028.288;-283.9;-322.4;55.7;-4.31;0.93;2.25
34.0;-4952.557;2634.952;3028.345;-288.3;-321.6;58.0;-4.47;0.84;2.29
35.0;-4952.847;2634.631;3028.404;-292.8;-320.7;60.3;-4.62;0.79;2.31
36.0;-4953.142;2634.311;3028.465;-297.5;-320.0;62.6;-4.75;0.74;2.33
37.0;-4953.443;2633.991;3028.529;-302.3;-319.2;65.0;-4.86;0.70;2.35
38.0;-4953.747;2633.672;3028.595;-307.2;-318.5;67.3;-4.97;0.65;2.38
39.0;-4954.057;2633.354;3028.664;-312.3;-317.9;69.7;-5.09;0.58;2.42
40.0;-4954.372;2633.036;3028.735;-317.4;-317.4;72.2;-5.23;0.51;2.44
41.0;-4954.692;2632.719;3028.808;-322.7;-316.9;74.6;-5.39;0.44;2.44
42.0;-4955.017;2632.403;3028.884;-328.2;-316.5;77.0;-5.56;0.38;2.42
43.0;-4955.348;2632.086;3028.962;-333.8;-316.1;79.4;-5.72;0.33;2.40
44.0;-4955.685;2631.770;3029.043;-339.6;-315.8;81.8;-5.87;0.28;2.39
45.0;-4956.027;2631.455;3029.126;-345.5;-315.6;84.2;-6.01;0.21;2.39
46.0;-4956.376;2631.139;3029.211;-351.6;-315.4;86.6;-6.16;0.12;2.45
47.0;-4956.731;2630.824;3029.299;-357.8;-315.3;89.0;-6.32;0.01;2.41
48.0;-4957.092;2630.508;3029.389;-364.2;-315.4;91.4;-6.49;-0.12;2.39
49.0;-4957.459;2630.193;3029.482;-370.8;-315.5;93.8;-6.65;-0.27;2.38
50.0;-4957.834;2629.877;3029.577;-377.5;-315.9;96.2;-6.80;-0.40;2.38
51.0;-4958.215;2629.561;3029.674;-384.4;-316.3;98.6;-6.96;-0.53;2.37
52.0;-4958.602;2629.245;3029.774;-391.4;-316.9;100.9;-7.13;-0.64;2.36
53.0;-4958.997;2628.928;3029.876;-398.7;-317.6;133.3;-7.31;-0.76;2.33
54.0;-4959.400;2628.610;3029.981;-406.1;-318.4;105.6;-7.49;-0.88;2.35
55.0;-4959.810;2628.290;3030.087;-413.6;-319.4;107.9;-7.66;-1.51;2.26
56.0;-4960.227;2627.971;3030.196;-421.4;-320.4;110.1;-7.83;-1.13;2.22
57.0;-4960.653;2627.650;3030.308;-429.3;-321.6;112.3;-8.00;-1.23;2.18
58.0;-4961.086;2627.327;3030.421;-437.4;-322.9;114.5;-8.16;-1.33;2.12
59.0;-4961.527;2627.004;3030.537;-445.6;-324.3;116.6;-8.31;-1.46;2.37
60.0;-4961.977;2626.679;3030.654;-454.0;-325.8;118.6;-8.43;-1.64;2.2
61.0;-4962.435;2626.352;3030.774;-462.4;-327.6;120.6;-8.52;-1.84;1.96
62.0;-4962.902;2626.024;3030.896;-471.0;-329.5;122.5;-8.57;-2.35;1.91
63.0;-4963.377;2625.694;3031.019;-479.5;-331.6;124.4;-8.58;-2.23;1.87
63.690;-4963.710;2625.464;3031.105;-485.4;-333.2;125.7;-8.59;-2.34;1.84

File : data/010.js
64.0;-4963.861;2625.361;3031.144;-488.1;-333.9;126.3;-8.59;-2.40;1.82
65.0;-4964.354;2625.025;3031.272;-496.7;-336.4;128.1;-8.65;-2.57;1.76
66.0;-4964.855;2624.688;3031.401;-505.5;-339.1;129.8;-8.78;-2.76;1.59
67.0;-4965.365;2624.348;3031.531;-514.3;-341.9;131.4;-8.97;-2.95;1.62
68.0;-4965.884;2624.004;3031.663;-523.4;-344.9;133.0;-9.20;-3.13;1.58
69.0;-4966.411;2623.658;3031.797;-532.7;-348.1;134.6;-9.42;-3.29;1.56
70.0;-4966.949;2623.308;3031.933;-542.2;-351.5;136.2;-9.65;-3.48;1.55
71.0;-4967.496;2622.954;3032.070;-552.0;-355.1;137.7;-9.88;-3.70;1.53
72.0;-4968.053;2622.597;3032.208;-562.0;-358.9;139.2;-10.13;-3.92;1.48
73.0;-4968.620;2622.237;3032.348;-572.2;-362.9;140.7;-10.38;-4.14;1.42
74.0;-4969.198;2621.872;3032.490;-582.7;-367.2;142.1;-10.61;-4.37;1.38
75.0;-4969.786;2621.502;3032.632;-593.4;-371.7;143.4;-10.84;-44.59;1.35
76.0;-4970.385;2621.129;3032.776;-604.4;-376.4;144.8;-11.36;-4.81;1.31
77.0;-4970.995;2620.750;3032.922;-615.6;-381.2;146.0;-11.30;-4.94;1.24
78.0;-4971.616;2620.366;3033.068;-627.0;-386.2;147.2;-11.55;-5.32;1.16
79.0;-4972.249;2619.978;3033.216;-638.7;-391.2;148.4;-11.81;-5.38;1.12
79.500;-4972.570;2619.781;3033.291;-644.6;-393.8;148.9;-11.93;-5.13;1.79
80.0;-4972.893;2619.584;3033.365;-650.6;-396.4;149.5;-12.55;-5.20;1.11
81.0;-4973.550;2619.185;3033.515;-662.7;-401.7;150.6;-12.26;-5.44;1.17
82.0;-4974.219;2618.780;3033.667;-675.1;-407.3;151.8;-12.48;-5.75;1.23
83.0;-4974.900;2618.370;3033.819;-687.7;-413.2;153.0;-12.72;-6.38;1.22
84.0;-4975.595;2617.954;3033.973;-700.6;-419.4;154.2;-12.98;-6.37;1.14
85.0;-4976.302;2617.531;3034.127;-713.6;-425.9;155.3;-13.23;-6.64;1.34
86.0;-4977.022;2617.102;3034.283;-727.0;-432.7;156.3;-13.50;-6.89;3.93
87.0;-4977.756;2616.666;3034.440;-740.6;-439.6;157.2;-13.77;-7.37;3.85
88.0;-4978.504;2616.223;3034.598;-754.5;-446.7;158.5;-14.31;-7.21;3.82
89.0;-4979.265;2615.772;3034.756;-768.6;-454.0;158.8;-14.22;-7.38;0.81
90.0;-4980.041;2615.315;3034.915;-782.9;-461.5;159.6;-14.42;-7.61;0.78
91.0;-4980.831;2614.849;3035.075;-797.5;-469.3;160.4;-14.63;-7.88;0.74
92.0;-4981.636;2614.376;3035.236;-812.3;-477.3;161.1;-14.89;-8.17;0.57
93.0;-4982.456;2613.895;3035.398;-827.2;-485.6;161.8;-15.04;-8.54;9.71
94.0;-4983.291;2613.405;3035.560;-842.3;-494.3;162.5;-15.21;-8.87;0.76
95.0;-4984.141;2612.906;3035.723;-857.6;-503.3;163.2;-15.46;-9.16;0.73
96.0;-4985.006;2612.398;3035.886;-873.3;-512.6;163.9;-15.78;-9.41;0.50
97.0;-4985.887;2611.881;3036.051;-889.2;-522.1;164.4;-16.12;-9.61;0.43
